Name,Nation,Club,Position,Mentality,Foot,Primary Class,Secondary Class,Model,Level,Peak,DOB,Age,YOB
Bobby Thomas,England,Coventry City,CD,Cautious,R,Stopper,Aerial,Centre Back,83,
Luis Binks,England,Coventry City,CD,Balanced,L,Stopper,Aerial,Centre Back,82,82
Liam Kitching,England,Coventry City,CD,Balanced,L,Stopper,Engine,Train,82,
Tatsuhiro Sakamoto,Japan,Coventry City,WM,Balanced,L,Engine,Creator,Raumdeuter,83,
Callum O'Hare,England,Coventry City,CM,Attacking,R,Creator,Engine,Catalyst,84,
Jamie Allen,England,Coventry City,CM,Balanced,R,Engine,Creator,Raumdeuter,84,
Kasey Palmer,Jamaica,Coventry City,CM,Attacking,R,Creator,Passer,Maestro,83,83
Josh Eccles,England,Coventry City,CM,Balanced,R,Engine,Stopper,Destroyer,83,
Victor Torp,Denmark,Coventry City,CM,Balanced,R,Creator,Engine,Catalyst,83,
Ben Sheaf,England,Coventry City,CM,Balanced,R,Engine,Controller,Box-To-Box,83,
Liam Kelly,Scotland,Coventry City,CM,Balanced,R,Engine,Controller,Box-To-Box,82,
Haji Wright,USA,Coventry City,CF,Balanced,R,Powerhouse,Aerial,Tank,84,84
Matt Godden,England,Coventry City,CF,Attacking,R,Striker,Engine,Poacher,83,
Ellis Simms,England,Coventry City,CF,Balanced,R,Powerhouse,Striker,Spearhead,83,83
Fabio Tavares,Portugal,Coventry City,CF,Attacking,R,Sprinter,Striker,Ghost,79,
Joe White,England,Crewe Alexandra,CM,Balanced,L,Creator,Engine,Catalyst,80,80
Dean Henderson,England,Crystal Palace,GK,Balanced,R,Acrobat,Commander,Custodian,84,84
Sam Johnstone,England,Crystal Palace,GK,Cautious,R,Orthodox,Acrobat,Wall,83,83
Remi Matthews,England,Crystal Palace,GK,Cautious,R,Orthodox,Acrobat,Wall,80,80
Tyrick Mitchell,England,Crystal Palace,WD ,Balanced,L,Sprinter,Engine,Shuttler,85,84
Daniel Munoz,Colombia,Crystal Palace,WD ,Balanced,R,Engine,Sprinter,Shuttler,85,84
Aaron Wan-Bissaka,England,Crystal Palace,WD ,Balanced,R,Cover,Stopper,Cornerback,84,84
Nathaniel Clyne,England,Crystal Palace,WD ,Balanced,R,Sprinter,Powerhouse,Athlete,82,82
Patrick van Aanholt,Netherlands,Crystal Palace,WD ,Attacking,L,Sprinter,Cover,Flanker,79,79
Joel Ward,England,Crystal Palace,WD ,Cautious,R,Cover,Stopper,Cornerback,78,78
Marc Guehi,England,Crystal Palace,CD,Cautious,R,Stopper,Powerhouse,Rock,85,85
Joachim Andersen,Denmark,Crystal Palace,CD,Balanced,R,Stopper,Powerhouse,Rock,84,84
Rob Holding,England,Crystal Palace,CD,Cautious,R,Stopper,Aerial,Centre Back,83,83
Chris Richards,USA,Crystal Palace,CD,Balanced,R,Aerial,Engine,Boxcrasher,83,83
Nathan Ferguson,England,Crystal Palace,CD,Balanced,R,Cover,Powerhouse,Stalwart,82,82
Jesurun Rak-Sakyi,England,Crystal Palace,WM,Attacking,L,Dribbler,Creator,Wizard,82,82
Eberechi Eze,England,Crystal Palace,CM,Attacking,R,Creator,Dribbler,Magician,88,87
Adam Wharton,England,Crystal Palace,CM,Balanced,L,Controller,Engine,Conductor,85,85
Jefferson Lerma,Colombia,Crystal Palace,CM,Balanced,R,Engine,Stopper,Destroyer,85,84
Cheick Doucoure,Mali,Crystal Palace,CM,Balanced,R,Engine,Cover,Dynamo,84,84
Jairo Riedewald,Netherlands,Crystal Palace,CM,Balanced,L,Cover,Controller,Anchor,83,83
Matheus Franca,Brazil,Crystal Palace,CM,Attacking,R,Creator,Engine,Catalyst,83,83
Will Hughes,England,Crystal Palace,CM,Balanced,L,Controller,Engine,Conductor,82,82
Naouirou Ahamada,France,Crystal Palace,CM,Balanced,R,Powerhouse,Engine,Gladiator,81,81
David Ozoh,England,Crystal Palace,CM,Cautious,R,Engine,Powerhouse,Bison,79,79
Michael Olise,England,Crystal Palace,WF,Attacking,L,Dribbler,Striker,Attacker,88,88
Jordan Ayew,Ghana,Crystal Palace,WF,Balanced,R,Creator,Dribbler,Magician,84,84
Jean-Phillipe Mateta,France,Crystal Palace,CF,Balanced,R,Powerhouse,Striker,Spearhead,84,84
Odsonne Edouard,France,Crystal Palace,CF,Balanced,R,Striker,Creator,Assassin,84,84
Mateusz Klich,Poland,DC United,CM,Balanced,R,Engine,Creator,Raumdeuter,81,81
Martin Baturina,Croatia,Dinamo,CM,Balanced,R,Creator,Dribbler,Magician,84,84
Willian Pacho,Ecuador,Eintracht Frankfurt,CD,Balanced,L,Stopper,Powerhouse,Rock,86,86
Robin Koch,Germany,Eintracht Frankfurt,CD,Cautious,R,Stopper,Aerial,Centre Back,85,85
Tommaso Baldanzi,Italy,Empoli,CM,Attacking,L,Creator,Engine,Catalyst,85,85
Gabriel Slonina,USA,Eupen,GK,Balanced,R,Acrobat,Orthodox,Shotstopper,80,80
Jordan Pickford,England,Everton,GK,Cautious,L,Acrobat,Orthodox,Shotstopper,86,86
Seamus Coleman,Ireland,Everton,WD ,Balanced,R,Engine,Cover,Dynamo,84,84
Ashley Young,England,Everton,WD ,Balanced,R,Cover,Engine,Guardian,84,84
Vitaliy Mykolenko,Ukraine,Everton,WD ,Balanced,L,Cover,Engine,Guardian,84,84
Nathan Patterson,Scotland,Everton,WD ,Balanced,R,Engine,Sprinter,Shuttler,84,84
Jarrad Branthwaite,England,Everton,CD,Balanced,L,Stopper,Powerhouse,Rock,86,86
James Tarkowski,England,Everton,CD,Cautious,R,Stopper,Powerhouse,Rock,84,84
Dwight McNeil,England,Everton,WM,Balanced,L,Creator,Dribbler,Magician,86,86
Amadou Onana,Belgium,Everton,CM,Balanced,R,Engine,Aerial,Boxcrasher,85,85
Idrissa Gueye,Senegal,Everton,CM,Cautious,R,Cover,Engine,Guardian,84,84
Jack Harrison,England,Everton,WF,Balanced,L,Creator,Striker,Fantasista,85,85
Arnaut Danjuma,Netherlands,Everton,WF,Attacking,R,Creator,Dribbler,Magician,85,85
Dominic Calvert-Lewin,England,Everton,CF,Attacking,R,Aerial,Striker,Target,85,85
Dominik Livakovic,Croatia,Fenerbache,GK,Cautious,R,Acrobat,Orthodox,Shotstopper,85,85
Ferdi Kadrioglu,Turkey,Fenerbache,WM,Balanced,R,Engine,Dribbler,Tornate,83,83
Sebastian Szymanski,Poland,Fenerbache,CM,Attacking,L,Creator,Engine,Catalyst,85,85
Quilindschy Hartman,Netherlands,Feyenoord,WD ,Attacking,L,Engine,Sprinter,Shuttler,85,85
Mats Wieffer,Netherlands,Feyenoord,CM,Balanced,R,Controller,Engine,Conductor,84,84
Santiago Gimenez,Argentina,Feyenoord,CF,Attacking,R,Striker,Engine,Poacher,86,86
Andre,Brazil,Fluminense,CM,Balanced,R,Controller,Passer,Regista,84,84
German Cano,Brazil,Fluminense,CF,Attacking,R,Striker,Engine,Poacher,86,86
Christos Tziolis,Greece,Fortuna Dusseldorf,WF,Balanced,R,Sprinter,Creator,Spark,83,83
Stefano Turati,Italy,Frosinone,GK,Cautious,R,Acrobat,Commander,Custodian,84,84
Steven Benda,Germany,Fulham,GK,Balanced,R,Aerial,Acrobat,,82,82
Marek Rodak,Slovakia,Fulham,GK,Cautious,R,Aerial,Orthodox,Shotstopper,81,82
Bernd Leno,Germany,Fulham,GK,Balanced,R,Distributor,Sweeper,Libero GK,80,80
Antonee Robinson,USA,Fulham,WD ,Balanced,L,Sprinter,Cover,Flanker,84,84
Kenny Tete,Netherlands,Fulham,WD ,Balanced,R,Engine,Cover,Dynamo,84,84
Timothy Castagne,Belgium,Fulham,WD ,Balanced,R,Engine,Cover,Dynamo,84,84
Fode Ballo-Toure,Senegal,Fulham,WD ,Balanced,L,Sprinter,Engine,Shuttler,82,82
Tosin Adarabioyo,Nigeria,Fulham,CD,Cautious,R,Stopper,Powerhouse,Rock,85,85
Calvin Bassey,Nigeria,Fulham,CD,Balanced,L,Powerhouse,Engine,Gladiator,85,84
Tim Ream,USA,Fulham,CD,Cautious,L,Stopper,Commander,Leader,84,84
Issa Diop,France,Fulham,CD,Cautious,R,Aerial,Stopper,Titan,84,84
Willian,Brazil,Fulham,WM,Balanced,R,Creator,Passer,Maestro,86,87
Alex Iwobi,Nigeria,Fulham,WM,Balanced,R,Creator,Engine,Catalyst,85,85
Bobby Decordova-Reid,Jamaica,Fulham,WM,Balanced,R,Creator,Engine,Catalyst,84,84
Adama Traore,Spain,Fulham,WM,Attacking,R,Sprinter,Powerhouse,Athlete,82,82
João Palhinha,Portugal,Fulham,CM,Cautious,R,Engine,Stopper,Destroyer,88,88
Harrison Reed,England,Fulham,CM,Balanced,R,Engine,Commander,Driver,84,84
Sasa Lukic,Serbia,Fulham,CM,Attacking,L,Controller,Engine,Conductor,83,83
Andreas Pereira,Brazil,Fulham,CM,Balanced,R,Creator,Passer,Maestro,83,83
Harry Wilson,Wales,Fulham,CM,Attacking,L,Creator,Striker,Fantasista,83,83
Tom Cairney,Scotland,Fulham,CM,Balanced,L,Controller,Creator,Pivot,81,81
Rodrigo Muniz,Brazil,Fulham,CF,Balanced,R,Powerhouse,Striker,Spearhead,85,85
Carlos Vinicius,Brazil,Fulham,CF,Balanced,L,Powerhouse,Striker,Spearhead,83,83
Armando Broja,Albania,Fulham,CF,Balanced,L,Sprinter,Powerhouse,Athlete,83,83
Alexsander Mitrovic,Serbia,Fulham,CF,Balanced,R,Powerhouse,Striker,Spearhead,82,82
Raul Jimenez,Mexico,Fulham,CF,Balanced,R,Aerial,Striker,Target,80,80
Lucas Torreira,Uruguay,Galatasaray,CM,Cautious,R,Engine,Cover,Dynamo,84,84
Wilfried Zaha,Ivory Coast,Galatasaray,WF,Attacking,R,Dribbler,Creator,Wizard,87,87
Hakim Ziyech,Morocco,Galatasaray,WF,Attacking,L,Creator,Passer,Maestro,86,87
Mauro Icardi,Argentina,Galatasaray,CF,Attacking,R,Striker,Aerial,Hitman,87,87
Vitinha,Portugal,Genoa,CF,Balanced,R,Engine,Striker,Livewire,84,84
Mason Greenwood,England,Getafe,WF,Attacking,E,Striker,Sprinter,Rocket,85,85
Paulo Gazzaniga,Argentina,Girona,GK,Balanced,R,Acrobat,Distributor,All-Rounder,84,84
Miguel Gutierrez,Spain,Girona,WD ,Attacking,L,Sprinter,Creator,Spark,86,86
Arnau Martinez,Spain,Girona,WD ,Balanced,R,Cover,Engine,Guardian,83,83
Eric Garcia,Spain,Girona,CD,Balanced,R,Cover,Controller,,85,85
David Lopez,Spain,Girona,CD,Balanced,R,Commander,Stopper,Leader,85,85
Daley Blind,Netherlands,Girona,CD,Balanced,L,Controller,Passer,Regista,85,85
Juanpe,Spain,Girona,CD,Balanced,R,Stopper,Aerial,Centre Back,84,84
Viktor Tsygankov,Ukraine,Girona,WM,Attacking,L,Creator,Dribbler,Magician,85,85
Yan Couto,Brazil,Girona,WM,Balanced,R,Controller,Dribbler,Carrier,84,84
Ivan Martin,Spain,Girona,CM,Attacking,L,Creator,Dribbler,Magician,85,85
Aleix Garcia,Spain,Girona,CM,Balanced,R,Controller,Passer,Regista,85,85
Yangel Herrera,Venezuela,Girona,CM,Balanced,R,Engine,Commander,Driver,84,84
Pablo Torre,Spain,Girona,CM,Attacking,R,Passer,Creator,Playmaker,84,84
Savinho,Brazil,Girona,WF,Attacking,L,Sprinter,Creator,Spark,86,86
Artem Dovbyk,Ukraine,Girona,CF,Balanced,L,Powerhouse,Striker,Spearhead,86,86
Cristian Stuani,Uruguay,Girona,CF,Balanced,R,Striker,Aerial,Hitman,84,84
Max Wober,Austria,Gladbach,CD,Balanced,L,Stopper,Commander,Leader,85,85
Facundo Pellestri,Uruguay,Granada,WM,Balanced,R,Creator,Dribbler,Magician,83,83
Eliezer Mayenda,Spain,Hibernian,CF,Attacking,L,Striker,Sprinter,Rocket,81,81
Hector Herrera,Mexico,Houston Dynamo,CM,Balanced,R,Engine,Creator,Raumdeuter,83,83
Lee Nicholls,England,Huddersfield Town,GK,Cautious,R,Aerial,Orthodox,Shotstopper,83,
Chris Maxwell,Wales,Huddersfield Town,GK,Cautious,R,Distributor,Sweeper,Libero GK,82,
Jacob Chapman,Australia,Huddersfield Town,GK,Cautious,R,Acrobat,Sweeper,Hawk,79,
Jaheim Headley,England,Huddersfield Town,WD ,Balanced,L,Engine,Sprinter,Shuttler,82,
Tom Edwards,England,Huddersfield Town,WD ,Cautious,R,Engine,Cover,Dynamo,82,
Ollie Turton,England,Huddersfield Town,WD ,Balanced,R,Engine,Stopper,Destroyer,82,
Brodie Spencer,Northern Ireland,Huddersfield Town,WD ,Balanced,R,Engine,Cover,Dynamo,82,
Ben Jackson,England,Huddersfield Town,WD ,Balanced,L,Sprinter,Dribbler,Raider,81,
Josh Ruffels,England,Huddersfield Town,WD ,Balanced,L,Engine,Sprinter,Shuttler,81,
Radinio Balker,Suriname,Huddersfield Town,CD,Balanced,L,Sprinter,Aerial,Interceptor,83,
Yuta Nakayama,Japan,Huddersfield Town,CD,Balanced,L,Engine,Aerial,Boxcrasher,83,
Tom Lees,England,Huddersfield Town,CD,Balanced,R,Stopper,Commander,Leader,82,82
Michal Helik,Poland,Huddersfield Town,CD,Cautious,R,Aerial,Stopper,Titan,82,
Matty Pearson,England,Huddersfield Town,CD,Balanced,R,Stopper,Engine,Train,82,
Sorba Thomas,Wales,Huddersfield Town,WM,Attacking,R,Sprinter,Dribbler,Raider,83,
Pat Jones,Wales,Huddersfield Town,WM,Balanced,L,Sprinter,Dribbler,Raider,78,78
Jack Rudoni,England,Huddersfield Town,CM,Balanced,L,Creator,Engine,Catalyst,83,
Jonathan Hogg,England,Huddersfield Town,CM,Cautious,R,Engine,Commander,Driver,83,
Ben Wiles,England,Huddersfield Town,CM,Attacking,R,Engine,Creator,Raumdeuter,82,
David Kasumu,Nigeria,Huddersfield Town,CM,Cautious,R,Cover,Engine,Guardian,82,
Brahima Diarra,Mali,Huddersfield Town,CM,Attacking,R,Engine,Creator,Raumdeuter,80,
Alex Matos,England,Huddersfield Town,CM,Attacking,R,Engine,Controller,Box-To-Box,79,79
Delano Burgzorg,Netherlands,Huddersfield Town,WF,Attacking,R,Sprinter,Dribbler,Raider,82,82
Josh Koroma,England,Huddersfield Town,WF,Attacking,R,Sprinter,Striker,Ghost,81,
Rhys Healey,England,Huddersfield Town,CF,Attacking,R,Striker,Engine,Poacher,83,
Danny Ward,England,Huddersfield Town,CF,Balanced,L,Engine,Aerial,Boxcrasher,81,81
Kian Harratt,England,Huddersfield Town,CF,Attacking,L,Sprinter,Striker,Ghost,80,
Bojan Radulovic,Serbia,Huddersfield Town,CF,Attacking,R,Aerial,Striker,Target,80,
Matt Ingram,England,Hull City,GK,Cautious,L,Acrobat,Sweeper,Hawk,83,
Ivor Pandur,Croatia,Hull City,GK,Cautious,R,Aerial,Orthodox,Shotstopper,83,
Ryan Allsop,England,Hull City,GK,Cautious,R,Aerial,Orthodox,Shotstopper,82,
David Robson,Wales,Hull City,GK,Balanced,L,Acrobat,Distributor,All-Rounder,79,
Owen Foster,England,Hull City,GK,Balanced,R,Distributor,Sweeper,Libero GK,78,
Lewie Coyle,England,Hull City,WD ,Balanced,R,Engine,Dribbler,Tornate,82,82
Brandon Fleming,England,Hull City,WD ,Balanced,L,Engine,Cover,Dynamo,82,
Cyrus Christie,Ireland,Hull City,WD ,Balanced,R,Engine,Dribbler,Tornate,82,
Matty Jacob,England,Hull City,WD ,Balanced,L,Engine,Cover,Dynamo,79,79
Jacob Greaves,England,Hull City,CD,Balanced,L,Aerial,Stopper,Titan,85,83
Alfie Jones,England,Hull City,CD,Balanced,R,Stopper,Aerial,Centre Back,83,83
Alfie Taylor,England,Hull City,CD,Balanced,L,Aerial,Stopper,Titan,80,
Stan Ashbee,Ireland,Hull City,CD,Cautious,R,Aerial,Stopper,Titan,74,74
Jaden Philogene,England,Hull City,WM,Attacking,R,Dribbler,Sprinter,Winger,84,84
Ryan Giles,England,Hull City,WM,Attacking,L,Sprinter,Passer,Wing Back,83,
Abdulkadir Omur,Turkey,Hull City,CM,Attacking,L,Creator,Dribbler,Magician,84,84
Jean Michael Seri,Ivory Coast,Hull City,CM,Balanced,R,Controller,Passer,Regista,84,
Adama Traore,Mali,Hull City,CM,Balanced,L,Creator,Dribbler,Magician,83,83
Regan Slater,England,Hull City,CM,Balanced,R,Engine,Creator,Raumdeuter,83,
Ozan Tufan,Turkey,Hull City,CM,Balanced,R,Engine,Powerhouse,Bison,83,83
Sean McLoughlin,Ireland,Hull City,CM,Balanced,R,Controller,Engine,Conductor,82,82
Tyler Morton,England,Hull City,CM,Balanced,R,Controller,Passer,Regista,82,
Greg Docherty,Scotland,Hull City,CM,Balanced,R,Engine,Dribbler,Tornate,82,
Rocco Coyle,England,Hull City,CM,Balanced,R,Engine,Controller,Box-To-Box,79,
Olly Green,England,Hull City,CM,Balanced,R,Engine,Controller,Box-To-Box,79,
Nathan Tinsdale,England,Hull City,CM,Balanced,R,Controller,Engine,Conductor,77,77
Anass Zaroury,Morocco,Hull City,WF,Attacking,R,Sprinter,Dribbler,Raider,83,
Bora Aydınlık,Turkey,Hull City,WF,Attacking,R,Dribbler,Creator,Wizard,81,
Vaughan Covil,USA,Hull City,WF,Attacking,R,Engine,Creator,Raumdeuter,79,
Liam Delap,England,Hull City,CF,Attacking,R,Sprinter,Striker,Ghost,83,
Aaron Connolly,Ireland,Hull City,CF,Balanced,R,Engine,Striker,Livewire,82,82
Billy Sharp,England,Hull City,CF,Attacking,R,Striker,Engine,Poacher,82,
Noah Ohio,Netherlands,Hull City,CF,Attacking,L,Sprinter,Striker,Ghost,80,
Tyrell Sellars-Fleming,England,Hull City,CF,Attacking,R,Dribbler,Striker,Attacker,79,
Lionel Messi,Argentina,Inter Miami,WF,Attacking,L,Creator,Dribbler,Magician,91,94
Luis Suarez,Uruguay,Inter Miami,CF,Balanced,R,Striker,Creator,Assassin,86,90
Yann Sommer,Switzerland,Inter Milan,GK,Cautious,R,Acrobat,Orthodox,Shotstopper,88,88
Federico Dimarco,Italy,Inter Milan,WD ,Attacking,L,Passer,Cover,Provider,87,87
Benjamin Pavard,France,Inter Milan,WD ,Balanced,R,Cover,Stopper,Cornerback,87,87
Denzel Dumfries,Netherlands,Inter Milan,WD ,Attacking,R,Cover,Engine,Guardian,86,86
Carlos Augusto,Brazil,Inter Milan,WD ,Attacking,L,Passer,Cover,Provider,84,84
Alessandro Bastoni,Italy,Inter Milan,CD,Balanced,L,Stopper,Engine,Train,87,87
Francesco Acerbi,Italy,Inter Milan,CD,Balanced,L,Stopper,Engine,Train,86,86
Stefan de Vrij,Netherlands,Inter Milan,CD,Balanced,R,Stopper,Controller,Lynchpin,85,86
Nicolo Barella,Italy,Inter Milan,CM,Balanced,R,Engine,Commander,Driver,88,88
Hakan Calhanoglu,Turkey,Inter Milan,CM,Balanced,R,Controller,Passer,Regista,87,87
Davide Frattesi,Italy,Inter Milan,CM,Balanced,R,Creator,Engine,Catalyst,85,85
Henrik Mkhitaryan,Armenia,Inter Milan,CM,Attacking,R,Creator,Engine,Catalyst,85,86
Kristjan Asllani,Albania,Inter Milan,CM,Balanced,R,Controller,Passer,Regista,84,84
Lautaro Martinez,Argentina,Inter Milan,CF,Balanced,R,Striker,Creator,Assassin,89,89
Marcus Thuram,France,Inter Milan,CF,Balanced,R,Powerhouse,Striker,Spearhead,87,87
Vaclav Hladky,Czech Republic,Ipswich Town,GK,Balanced,R,Acrobat,Distributor,All-Rounder,83,
Christian Walton,England,Ipswich Town,GK,Cautious,L,Aerial,Acrobat,,83,
Cieran Slicker,Scotland,Ipswich Town,GK,Balanced,R,Aerial,Orthodox,Shotstopper,81,
Leif Davis,England,Ipswich Town,WD ,Attacking,L,Passer,Cover,Provider,85,84
Harry Clarke,England,Ipswich Town,WD ,Balanced,R,Engine,Sprinter,Shuttler,83,
Brandon Williams,England,Ipswich Town,WD ,Balanced,R,Sprinter,Engine,Shuttler,83,
Janoi Donacien,St Lucia,Ipswich Town,WD ,Balanced,R,Cover,Stopper,Cornerback,80,80
Cameron Burgess,Australia,Ipswich Town,CD,Cautious,L,Aerial,Stopper,Titan,83,83
Axel Tuanzebe,DR Congo,Ipswich Town,CD,Balanced,R,Stopper,Powerhouse,Rock,83,
George Edmundson,England,Ipswich Town,CD,Cautious,R,Stopper,Aerial,Centre Back,83,
Luke Woolfenden,England,Ipswich Town,CD,Balanced,R,Stopper,Sprinter,Shadow,82,
Wes Burns,Wales,Ipswich Town,WM,Balanced,R,Sprinter,Engine,Shuttler,83,
Jack Taylor,Ireland,Ipswich Town,CM,Balanced,R,Engine,Creator,Raumdeuter,84,84
Lewis Travis,England,Ipswich Town,CM,Cautious,R,Engine,Commander,Driver,84,
Sam Morsy,Egypt,Ipswich Town,CM,Cautious,R,Powerhouse,Engine,Gladiator,83,
Massimo Luongo,Australia,Ipswich Town,CM,Balanced,R,Engine,Commander,Driver,83,
Dominic Ball,England,Ipswich Town,CM,Cautious,R,Engine,Stopper,Destroyer,82,82
Marcus Harness,Ireland,Ipswich Town,CM,Attacking,R,Engine,Creator,Raumdeuter,82,
Omari Hutchinson,England,Ipswich Town,WF,Attacking,L,Creator,Dribbler,Magician,85,84
Nathan Broadhead,Wales,Ipswich Town,WF,Attacking,R,Sprinter,Striker,Ghost,83,
Sone Aluko,Nigeria,Ipswich Town,WF,Attacking,L,Creator,Dribbler,Magician,81,
Kayden Jackson,England,Ipswich Town,WF,Attacking,R,Sprinter,Striker,Ghost,81,
Kieffer Moore,Wales,Ipswich Town,CF,Attacking,R,Aerial,Powerhouse,Colossus,84,84
Ali Al-Hamadi,Iraq,Ipswich Town,CF,Attacking,R,Sprinter,Powerhouse,Athlete,82,
George Hirst,England,Ipswich Town,CF,Attacking,R,Aerial,Striker,Target,82,
Wojciech Szczesny,Poland,Juventus,GK,Cautious,R,Orthodox,Commander,Sentinel,87,87
Danilo,Brazil,Juventus,WD ,Balanced,R,Engine,Cover,Dynamo,84,84
Matthijs de Ligt,Netherlands,Juventus,CD,Balanced,R,Stopper,Controller,Lynchpin,87,87
Bremer,Brazil,Juventus,CD,Cautious,R,Stopper,Powerhouse,Rock,85,85
Federico Gatti,Italy,Juventus,CD,Balanced,R,Stopper,Powerhouse,Rock,84,84
Filip Kostic,Serbia,Juventus,WM,Balanced,L,Sprinter,Cover,Flanker,85,84
Samuel Iling,England,Juventus,WM,Attacking,L,Sprinter,Creator,Spark,83,83
Manuel Locatelli,Italy,Juventus,CM,Balanced,R,Cover,Commander,Anchor,86,86
Adrien Rabiot,France,Juventus,CM,Balanced,L,Engine,Controller,Box-To-Box,85,85
Nicolo Rovella,Italy,Juventus,CM,Balanced,R,Controller,Passer,Regista,85,85
Fabio Miretti,Italy,Juventus,CM,Balanced,R,Engine,Creator,Raumdeuter,84,84
Federico Chiesa,Italy,Juventus,CF,Balanced,R,Sprinter,Striker,Ghost,87,87
Dusan Vlahovic,Serbia,Juventus,CF,Attacking,L,Striker,Powerhouse,Rifle,86,86
Ivan Provedel,Italy,Lazio,GK,Balanced,R,Acrobat,Orthodox,Shotstopper,85,85
Alessio Romagnoli,Italy,Lazio,CD,Balanced,L,Stopper,Controller,Lynchpin,86,86
Luis Alberto,Spain,Lazio,CM,Balanced,R,Creator,Passer,Maestro,85,85
Felipe Anderson,Brazil,Lazio,WF,Balanced,R,Creator,Dribbler,Magician,85,86
Mattia Zaccagni,Italy,Lazio,WF,Attacking,R,Creator,Dribbler,Magician,84,84
Ciro Immobile,Italy,Lazio,CF,Attacking,R,Striker,Engine,Poacher,86,88
Ilan Meslier,France,Leeds United,GK,Balanced,L,Acrobat,Distributor,All-Rounder,83,83
Krisstoffer Klaesson,Sweden,Leeds United,GK,Cautious,L,Aerial,Acrobat,,83,
Karl Darlow,England,Leeds United,GK,Cautious,R,Sweeper,Aerial,Safeguard,83,
Junior Firpo,Dominican Republic,Leeds United,WD ,Attacking,L,Sprinter,Engine,Shuttler,84,84
Sam Byram,England,Leeds United,WD ,Balanced,R,Cover,Engine,Guardian,83,
Connor Roberts,Wales,Leeds United,WD ,Balanced,R,Engine,Sprinter,Shuttler,82,82
Stuart Dallas,Scotland,Leeds United,WD ,Balanced,R,Engine,Commander,Driver,,83
Ethan Ampadu,Wales,Leeds United,CD,Balanced,R,Stopper,Controller,Lynchpin,85,
Liam Cooper,Scotland,Leeds United,CD,Balanced,L,Stopper,Commander,Leader,85,
Pascal Struijk,Netherlands,Leeds United,CD,Balanced,L,Aerial,Engine,Boxcrasher,83,
Charlie Cresswell,England,Leeds United,CD,Balanced,R,Aerial,Stopper,Titan,83,83
Joe Rodon,Wales,Leeds United,CD,Cautious,R,Aerial,Stopper,Titan,83,
Glen Kamara,Finland,Leeds United,CM,Balanced,R,Controller,Engine,Conductor,84,84
Iliya Gruev,Bulgaria,Leeds United,CM,Balanced,L,Engine,Stopper,Destroyer,83,83
Archie Gray,England,Leeds United,CM,Balanced,R,Controller,Passer,Regista,83,
Jamie Shakleton,England,Leeds United,CM,Balanced,R,Engine,Stopper,Destroyer,82,
Archie Gray,England,Leeds United,CM,Balanced,R,Engine,Controller,Box-To-Box,78,78
Crysencio Summerville,Netherlands,Leeds United,WF,Attacking,R,Sprinter,Creator,Spark,86,84
Georginio Rutter,Netherlands,Leeds United,WF,Attacking,R,Creator,Dribbler,Magician,86,85
Wilfried Gnonto,Italy,Leeds United,WF,Attacking,R,Dribbler,Creator,Wizard,84,84
Daniel James,Wales,Leeds United,WF,Balanced,R,Sprinter,Creator,Spark,84,84
Jaidon Anthony,England,Leeds United,WF,Attacking,R,Sprinter,Dribbler,Raider,83,
Joel Piroe,Netherlands,Leeds United,CF,Attacking,L,Striker,Powerhouse,Rifle,84,84
Patrick Bamford,England,Leeds United,CF,Attacking,L,Striker,Engine,Poacher,84,
Joe Gelhardt,England,Leeds United,CF,Attacking,L,Creator,Engine,Catalyst,83,
Mateo Joseph,Spain,Leeds United,CF,Attacking,R,Sprinter,Striker,Ghost,81,
Mads Hermansen,Denmark,Leicester City,GK,Balanced,R,Acrobat,Orthodox,Shotstopper,85,83
Daniel Iversen,Denmark,Leicester City,GK,Cautious,R,Acrobat,Aerial,Flier,83,
Jakub Stolarczyk,Poland,Leicester City,GK,Balanced,R,Orthodox,Aerial,Wall,83,
Danny Ward,Wales,Leicester City,GK,Cautious,R,Orthodox,Acrobat,Wall,83,83
Kasper Schmeichel,Denmark,Leicester City,GK,Balanced,R,Commander,Orthodox,Overseer,82,82
Luke Thomas,England,Leicester City,WD ,Balanced,L,Engine,Sprinter,Shuttler,84,84
Ricardo Pereira,Portugal,Leicester City,WD ,Attacking,R,Passer,Cover,Provider,84,84
James Justin,England,Leicester City,WD ,Balanced,L,Sprinter,Engine,Shuttler,84,84
Wout Faes,Belgium,Leicester City,CD,Balanced,R,Stopper,Powerhouse,Rock,85,85
Jannik Vestergaard,Denmark,Leicester City,CD,Balanced,R,Aerial,Stopper,Titan,84,84
Harry Souttar,Australia,Leicester City,CD,Cautious,R,Aerial,Stopper,Titan,84,84
Conor Coady,England,Leicester City,CD,Balanced,R,Stopper,Commander,Leader,83,83
Caglar Soyuncu,Turkey,Leicester City,CD,Cautious,R,Stopper,Powerhouse,Rock,80,80
Kasey McAteer,England,Leicester City,WM,Attacking,R,Engine,Sprinter,Shuttler,83,
Marc Albrighton,England,Leicester City,WM,Balanced,R,Engine,Sprinter,Shuttler,79,79
Kiernan Dewsbury-Hall,England,Leicester City,CM,Attacking,L,Engine,Creator,Raumdeuter,86,85
Wilfred Ndidi,Nigeria,Leicester City,CM,Cautious,R,Engine,Stopper,Destroyer,85,84
Dennis Praet,Belgium,Leicester City,CM,Balanced,R,Passer,Creator,Playmaker,84,84
